a,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1245373,Great loft in the heart of Athens,6786657,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98394,23.73451,Entire home/apt,80,1,63,25-08-2021,0.61,1,365,1,
1259830,Exotic Athens loft in downtown-Gazi,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98103,23.71538,Entire home/apt,54,1,213,25-10-2021,2.09,6,285,35,1312535
1272844,Small hostel with garden in Mets,2717857,Aikaterini,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96525,23.73991,Entire home/apt,25,3,163,23-08-2021,1.6,1,325,5,92067
1274262,Central Athens/Victoria sq flat,6936206,Elena,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99333,23.72931,Entire home/apt,53,2,13,28-08-2016,0.13,1,364,0,
1286210,Zen space near center of Athens,372161,Peter,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98828,23.75706,Entire home/apt,48,5,8,31-07-2018,0.08,1,56,0,
1315027,Penthouse -Hilton area -great view!,6993996,Thaleia,,ΙΛΙΣΙΑ,37.97277,23.75443,Entire home/apt,69,444,12,26-06-2014,0.12,1,365,0,
1368303,ROOFGARDEN CENTRAL APARTMENT NEXT TO METRO,7327234,Rita,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99436,23.76666,Entire home/apt,50,1,272,30-08-2021,2.7,2,205,3,00000220015 A.Μ.Α
1372935,ATHENS CENTER  SYNTAGMA SQUARE,6330438,Stratos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97587,23.73311,Entire home/apt,80,2,45,15-10-2016,0.45,1,322,0,1118486987
1374299,Casavathel2 Athens Center Apartment,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,37,2,392,14-12-2021,3.88,2,275,27,241750
1426453,Green Penthouse Athens/ Keramikos !,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98165,23.71818,Entire home/apt,50,1,80,12-08-2021,0.79,2,175,5,484180
1447443,your home in the arms of Akropolis,652941,Eleni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97054,23.73163,Entire home/apt,49,1,327,17-10-2021,3.31,2,173,19,448700
1452284,WAREHOUSE 8 Designed Boutique Apartment,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98404,23.72876,Entire home/apt,112,2,88,03-08-2021,0.88,12,365,1,
1470809,Filopapos Hill Apartment,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96694,23.7211,Entire home/apt,100,3,3,05-04-2015,0.03,2,364,0,
1473284,Room with Balcony in Filopapos Hill,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96685,23.72056,Private room,40,2,15,07-09-2017,0.15,2,364,0,
1473469,Athens2-Feel it like your own space,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00026,23.73823,Private room,30,3,83,24-01-2020,0.82,5,269,0,480969
1484797,"Acropolis Apartment brand new, 100 Mbps",7943398,Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9626,23.72075,Entire home/apt,54,3,563,13-12-2021,5.53,2,254,6,504325
1499953,"Luxury 150m2 in chic, safe & central Kolonaki",8015565,Michalia,,ΛΥΚΑΒΗΤΤΟΣ,37.97865,23.74152,Entire home/apt,139,2,137,02-11-2021,1.35,1,336,5,444217
1516652,Cozy Apartment in Petralona,8098022,Efi,,ΠΕΤΡΑΛΩΝΑ,37.96393,23.71092,Entire home/apt,44,1,0,,,1,0,0,
1529526,Thirty Square Meter of Wood and Stone in Historic Kolonos,8158292,Nasir,,ΚΟΛΩΝΟΣ,37.99882,23.7185,Entire home/apt,50,2,408,04-12-2021,5.05,1,355,33,53299
1568065,"Relax in a very elegant, authentic, quiet & central apartment in Kolonaki Athens",8339895,Regina,,ΚΟΛΩΝΑΚΙ,37.97708,23.74285,Entire home/apt,85,6,66,13-09-2021,0.72,2,251,9,155702
1575982,"Ideal 43 sq. m. in Athens, Kolonaki",70840,Amanda,,ΚΟΛΩΝΑΚΙ,37.97702,23.74253,Entire home/apt,45,5,17,16-11-2021,0.18,1,238,3,
1627870,Elegantly Minimal Apt in Ano Petralona + Rooftop,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.96959,23.71053,Entire home/apt,74,28,10,01-10-2021,0.13,5,175,2,113230
1639002,minimal style appartment,8703008,Μυρων,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74703,Entire home/apt,38,2,3,19-05-2017,0.05,3,345,0,1211844
1654320,Renovated penthouse with Stunning Views,1781590,Karolos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98343,23.73923,Entire home/apt,72,3,30,30-10-2021,1.03,1,169,16,852827
1659222,Όμορφα ανανεωμένος χώρος με 1 υ/τιο,8792981,John,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95928,23.73691,Entire home/apt,37,5,0,,,1,365,0,
1672696,Spacious 110M2  2Bedrooms 2Bathrooms Center Athens,8852839,Roni,,ΒΟΤΑΝΙΚΟΣ,37.97836,23.70879,Entire home/apt,83,2,33,18-10-2021,1.1,2,142,4,662290
1676813,Orpheus' Poetry,3931781,George,,ΘΗΣΕΙΟ,37.97382,23.71413,Entire home/apt,48,5,14,09-08-2021,0.14,1,352,1,
1708578,ground little room in strefis,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98894,23.73873,Entire home/apt,19,5,67,01-10-2021,0.68,2,126,3,39244
1728675,Explore center on foot & near metro,4533113,Toula,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98768,23.72126,Entire home/apt,30,3,243,18-10-2021,2.45,1,203,7,1251344
1734269,9th Heaven,3625710,Ilias,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95958,23.72467,Entire home/apt,23,3,135,14-12-2021,1.43,2,236,12,66050
1743425,strefis 360 view,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98742,23.73689,Entire home/apt,61,3,220,09-12-2021,2.25,2,152,28,1208312
1793287,TopFloor Sunny Apartment  Kolonaki,3670650,Donia,,ΚΟΛΩΝΑΚΙ,37.97842,23.74032,Entire home/apt,120,3,0,,,1,358,0,
1826249,Athens panorama flat ( private room),9556344,Dora,,ΓΚΥΖΗ,37.99433,23.74989,Private room,24,2,244,29-10-2021,2.65,1,254,5,128461
1845240,Courtyard apt - Central Athens,9640455,Maria,,ΠΑΓΚΡΑΤΙ,37.97235,23.74366,Entire home/apt,34,2,347,23-11-2021,3.52,2,325,10,1062330
1895040,Athens GREAT Location!,1702039,Rose,,ΚΥΨΕΛΗ,37.99847,23.73971,Entire home/apt,64,3,32,11-04-2021,0.39,1,338,3,
1900810,#AH02 KOLONAKI PENTHOUSE STUDIO,1585338,Flavia,,ΚΟΛΩΝΑΚΙ,37.97709,23.745,Entire home/apt,76,5,5,15-09-2018,0.06,15,355,0,1049537
1927601,Amazing Acropolis Private Apartment,9985001,Edwardos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9683,23.72984,Entire home/apt,65,1,23,07-10-2017,0.3,2,364,0,E.O.T - 0206k134hO293501
1952753,Spacious apartment with big veranda,10095309,Lukas,,ΝΕΑ ΚΥΨΕΛΗ,37.99764,23.74302,Entire home/apt,40,2,123,15-10-2021,1.27,1,326,3,334645
1980894,"Sail boat jeanneau, San Magic 44",9626098,Christos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9647,23.73285,Private room,260,7,2,06-08-2017,0.03,1,0,0,998568488
1989905,Impressive Loft in Gazi ☆ Fresh Renovated ☆,748818,George,,ΚΕΡΑΜΕΙΚΟΣ,37.98108,23.71336,Entire home/apt,96,2,84,07-11-2020,0.91,60,342,0,1156017
2025216,#AH31 OLIVE STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74312,Entire home/apt,57,4,2,06-08-2021,0.02,15,342,1,1218591
2064939,"A&F Leisure and Business, Kolonaki Apartment",10487683,Fotis & Amalia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98115,23.73551,Entire home/apt,54,2,21,17-12-2021,0.71,1,77,4,769687
2069270,Hidesign Athens Tube Luxury Apt in Kolonaki,10581143,Pagona,,ΚΟΛΩΝΑΚΙ,37.97763,23.739,Entire home/apt,174,3,20,04-02-2020,0.22,9,0,0,528287
2108703,Amazing Cozy Plaka Acropolis Flat!,216378268,Cris,,ΑΚΡΟΠΟΛΗ,37.97111,23.73003,Entire home/apt,54,1,306,20-12-2021,3.28,2,343,55,
2133917,Private Rooftop Heated Pool with Acropolis View,10888595,Haris,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98691,23.71444,Entire home/apt,224,1,318,10-12-2021,3.27,1,354,38,303810
2148876,Apartment ideal for family/4persons,5483061,Alexis,,ΓΟΥΔΙ,37.98183,23.75983,Entire home/apt,70,7,24,29-08-2019,0.27,1,275,0,
2202169,Cozy & Economic Apt.- Close to metro,9011268,Panos & Evelyn,,ΝΙΡΒΑΝΑ,38.01502,23.72602,Entire home/apt,50,1,133,11-10-2019,1.59,2,83,0,
2219385,Modern central flat Old Olympic stadium-Acropolis,11322414,Jessy,,ΣΤΑΔΙΟ,37.96538,23.74292,Entire home/apt,58,2,23,16-12-2021,0.3,2,73,7,1175559
2263679,A great venue with classic decor,11548006,Stratos,,ΣΤΑΔΙΟ,37.96822,23.73865,Entire home/apt,150,5,1,12-05-2014,0.01,1,365,0,
2266094,Luxurious flat with Acropolis & Lycabettus view,3519983,Alexandra,,ΓΚΥΖΗ,37.99214,23.74923,Entire home/apt,60,3,49,21-10-2021,0.57,2,67,3,1095564
2305770,"Acropolis walk, 100 Mbps in Koukaki",11777249,Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96427,23.72065,Entire home/apt,55,5,541,30-10-2021,5.66,2,276,3,512664
2322698,1869 Athens,9679915,Tassos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98047,23.72421,Entire home/apt,70,2,93,04-10-2021,1.4,1,81,4,68589
2362698,Beautiful penthouse maisonette,12068199,Kika,,ΒΟΤΑΝΙΚΟΣ,37.97952,23.70288,Entire home/apt,109,2,145,22-11-2021,1.55,1,266,10,148160
2411465,Kolonaki Studio Apartment,12324240,Alice,,ΚΟΛΩΝΑΚΙ,37.97982,23.74541,Entire home/apt,28,2,57,06-10-2019,0.61,1,298,0,281770
2463267,Apartment in the heart of Kolonaki,8747413,Marina,,ΚΟΛΩΝΑΚΙ,37.97989,23.73916,Entire home/apt,90,28,52,02-02-2019,0.56,3,364,0,261991
2487816,"a BEST double room in shared apartment in Athens, walk Acropolis",2089542,Tia & Mike,,ΠΑΓΚΡΑΤΙ,37.96454,23.74705,Private room,45,1,344,21-10-2019,3.69,54,0,0,164182
2513822,Apartment in the sky!,12867392,Theodore,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9577,23.72516,Entire home/apt,55,1,393,05-12-2021,4.42,9,358,39,153782
2534822,"Athens center, artist's apt. for 4",12981170,Manolis,,ΛΥΚΑΒΗΤΤΟΣ,37.98554,23.74768,Entire home/apt,47,3,95,12-12-2019,1.03,4,0,0,407966
2551382,Eclectic central 3suites apartment,13062322,Evi,,ΙΛΙΣΙΑ,37.97513,23.75287,Entire home/apt,150,2,134,30-10-2021,1.43,1,359,4,263988
2579525,Loft apartment with Acropolis view,13211592,Jul,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98784,23.73431,Entire home/apt,35,1,531,21-12-2021,5.78,2,128,53,245131
2610077,Design Loft with splendid view,13367120,Ria & Jason,,ΚΟΛΩΝΑΚΙ,37.98281,23.75282,Entire home/apt,78,1,328,19-01-2020,3.52,1,1,0,762105
2612931,"30sec to Metro,Central Location!",13380558,Aris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99428,23.72803,Entire home/apt,50,28,194,30-12-2019,2.07,6,175,0,511729
2618140,Historic House of 1924 next to Acropolis,5903928,Katerina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72328,Entire home/apt,78,2,311,14-11-2021,3.4,1,352,19,216188
2630315,"Probably,the finest loft in Athens!",13473499,James,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97727,23.72542,Entire home/apt,176,3,189,28-11-2021,2.03,1,341,19,
2653159,Retro Apartment Next To Metro Stat.,13085729,Nikos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9907,23.76005,Entire home/apt,40,4,33,29-10-2017,0.36,1,113,0,468760
2655090,Athens Quality Apartments No9 1-bedroom apartment,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98886,23.76467,Entire home/apt,46,1,32,24-11-2021,0.43,6,359,8,1043275
2693342,Cozy flat close to Kallimarmaro stadium,13657232,Yan,,ΠΑΓΚΡΑΤΙ,37.97088,23.74184,Entire home/apt,45,3,123,07-12-2021,1.95,1,42,11,512879
2725897,Room and private bathroom in Athens,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97186,23.74679,Private room,20,2,297,20-11-2021,3.18,2,72,19,233294
2739623,Acropolis Appartment and Terrace with view,14018047,Barbara,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312,23.73227,Entire home/apt,70,2,374,17-12-2021,4.05,1,249,39,252502
2751269,Room with privet bathroom in Athens,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97159,23.74666,Private room,20,2,282,01-12-2021,3.03,2,61,18,233319
2767564,Safe & Central in Athens,150427,Antonios,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99309,23.76877,Entire home/apt,200,4,75,12-11-2019,0.81,1,365,0,
2816920,Wonderful apartment under Acropolis (new entry),12303025,Orestis,,ΘΗΣΕΙΟ,37.97467,23.71731,Entire home/apt,34,3,104,31-10-2021,1.85,3,236,11,738422
2820880,Your home in Athens. Large terrace. Views,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.72512,Entire home/apt,77,3,109,13-12-2021,1.21,40,230,21,
2822037,Amazing terrace | gorgeous loft apartment,14437066,Miltos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99516,23.76532,Entire home/apt,64,3,52,02-10-2021,0.57,1,342,3,41608
2841806,THE ULTIMATE VIEW,14536309,Athenian Life Collection,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97472,23.73228,Entire home/apt,70,2,271,12-12-2021,2.92,8,353,44,122460
2843975,Hera Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97971,23.72792,Entire home/apt,100,1,210,19-10-2021,2.28,5,30,1,EL800835933
2844923,PENTHOUSE UNDER ACROPOLIS,14090897,Andreas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97158,23.73024,Entire home/apt,95,2,207,19-11-2021,2.25,1,21,18,83894
2863451,Suite With a view,321614,Kimmy,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97469,23.73472,Entire home/apt,398,1,9,14-06-2016,0.1,1,365,0,
2870872,"Cosy design apartment, Exarchia",5750562,Zaira,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98546,23.73769,Entire home/apt,59,2,25,15-05-2017,0.27,1,0,0,
2883333,Sunny apt 10' away Acropolis,14273342,Effie,,ΚΟΛΩΝΟΣ,38.00135,23.71638,Entire home/apt,27,1,404,02-09-2020,4.41,3,297,0,195596
2912133,Top roof loft with acropolis view,10996020,Lida,,ΓΟΥΒΑ,37.96057,23.73901,Entire home/apt,78,3,186,03-12-2021,2.04,1,230,2,37761
2920545,Unique Plaka Annex,570423,Despoina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97296,23.72936,Entire home/apt,81,3,177,12-12-2021,1.92,2,277,46,230384
2932956,Small appartment in athens,14974084,Kostis,,ΚΟΛΩΝΑΚΙ,37.97895,23.75002,Entire home/apt,50,4,7,30-11-2021,0.18,1,211,1,396340
2953049,Studio with Acropolis view,9711207,Aemilia,,ΠΑΓΚΡΑΤΙ,37.97078,23.74298,Entire home/apt,78,2,120,29-10-2021,1.3,2,364,3,AMA 00000328438
2973483,Acropolis view-150 metres from Metro Monastiraki!,15167857,Makis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97809,23.72315,Private room,35,1,190,03-01-2020,2.06,2,297,0,477435
2987837,Magical apartment in Pangrati with Acropolis View!,15235096,Nikos,,ΠΑΓΚΡΑΤΙ,37.97004,23.74462,Entire home/apt,30,2,113,31-08-2020,1.26,1,0,0,169522
3035100,cozy 2bd right in the city center!,15458834,Ilias,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99041,23.74012,Entire home/apt,27,2,21,30-09-2019,0.38,1,176,0,106517
3107136,"#10 #11 | Psyrri ""Spiti Mas"" Apartments",2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.72375,Entire home/apt,86,2,2,01-11-2021,0.68,13,345,2,0206Κ124Κ0294301
3117246,Acropolis luxury apartment,13384428,Spiros,,ΑΚΡΟΠΟΛΗ,37.96281,23.71812,Entire home/apt,40,2,298,15-11-2021,3.22,1,190,36,81298
3148907,βολικό διαμέρισμα στο κεντρο,15986479,Isidora,,ΖΑΠΠΕΙΟ,37.96803,23.73615,Entire home/apt,60,45,0,,,1,365,0,
3150921,UNIQUE APARTMENT UNDER ACROPOLIS!!,6036732,Leonidas,,ΘΗΣΕΙΟ,37.97683,23.72293,Entire home/apt,1000,1,107,05-09-2021,1.16,2,365,5,837616
3160736,"Διαμέρισμα,6ου ορόφου,βεραντες, θεα",16036815,Αριστεα,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00328,23.72694,Entire home/apt,48,1,0,,,1,0,0,
3179431,Top of the world! #09 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72498,Entire home/apt,102,2,3,24-10-2017,0.03,13,312,0,0206Κ124Κ0294401
3179713,Green Green! #08 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755,23.72375,Entire home/apt,90,2,10,04-09-2016,0.11,13,337,0,0206Κ124Κ0294401
3180437,Hello Yellow! #07 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97958,23.72377,Entire home/apt,79,2,4,05-09-2017,0.05,13,344,0,0206Κ124Κ0294401
3180549,Another blue on the wall #06 | Psyrri Central Apt,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97763,23.72392,Entire home/apt,69,2,8,02-04-2018,0.09,13,322,0,0206Κ124Κ0294401
3180588,Ground studio #05 | Psyrri Central Apartments,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97957,23.72392,Entire home/apt,67,2,13,18-04-2018,0.14,13,317,0,0206Κ124Κ0294401
3191191,Apollo Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97978,23.72849,Entire home/apt,50,2,187,05-11-2019,2.04,5,0,0,EL800835933
3290710,Quiet and warm apartment near metro,16625455,Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99697,23.76157,Entire home/apt,25,1,324,24-09-2020,3.55,2,145,0,307360
3304503,Your stay in Athens-Greece,14969767,Nikiforos,,ΠΑΤΗΣΙΑ,38.00992,23.73942,Entire home/apt,19,1,102,26-09-2021,1.12,1,347,3,33264
3314818,"New,big apt 10min toSepolia metro",13406254,John,,ΣΕΠΟΛΙΑ,38.00628,23.72081,Private room,1050,12,0,,,1,365,0,
3335841,Victoria House,16842834,Dora,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99115,23.72848,Entire home/apt,120,2,105,15-12-2019,1.17,6,355,0,339519
3362911,Cozy apartment in the city center,16966042,Panagiotis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01104,23.72973,Entire home/apt,19,4,109,16-12-2021,1.19,1,327,8,345453
3381733,"3 apts in 1 building. Roof terrace, garden, views.",1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97968,23.72325,Entire home/apt,236,2,17,13-10-2021,0.19,40,340,4,
3402831,Steps away from Athens Hilton,8666138,Greg,,ΙΛΙΣΙΑ,37.97464,23.74885,Entire home/apt,81,1,191,20-09-2021,2.1,5,307,1,1024280
3428808,Acropolis view from your bed,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.72799,Entire home/apt,67,2,339,21-11-2021,3.79,2,300,22,886561
3431705,2 levels flat in centre of Athens,14538849,Aris,,ΘΗΣΕΙΟ,37.97813,23.72186,Entire home/apt,76,1,675,12-12-2021,7.43,3,293,82,232111
3433913,A Cozy Apt in Kolonaki of Athens,748818,George,,ΚΟΛΩΝΑΚΙ,37.97884,23.73783,Entire home/apt,96,2,79,17-09-2021,0.88,60,305,2,1328895
3435208,"Modern, fully equipped, one bedroom apt. Balcony!",1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98005,23.72356,Entire home/apt,68,2,96,10-11-2021,1.05,40,359,9,
3455329,"Center 4, Penthouse, Metro in 40m",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99229,23.7298,Entire home/apt,69,2,18,14-12-2021,0.22,9,192,2,173244
3461034,1BD with VIEW + TERRACE in center Athens,9076430,Emmanouela,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99034,23.75943,Entire home/apt,51,300,6,03-08-2019,0.07,1,365,0,
3489508,Cozy Terrace  Acropolis view!,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98097,23.71581,Entire home/apt,50,1,133,24-08-2021,1.47,2,74,6,484125
3500141,Spacious 2 bedroom apt. near the Acropolis.,17625059,Phaidon,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96802,23.72679,Entire home/apt,60,2,208,27-11-2021,2.29,1,28,26,404137265
3507695,DELICE HOTEL APARTMENTS,17662157,Marios,,ΙΛΙΣΙΑ,37.97491,23.75031,Entire home/apt,115,1,1,10-09-2017,0.02,3,325,0,
3517805,Modern apartment near Acropolis peaceful location.,17712465,Zois,,ΠΕΤΡΑΛΩΝΑ,37.9707,23.71315,Entire home/apt,80,3,39,14-11-2021,0.45,1,360,9,17589
3631750,Miaouli8 Loft 1,12219175,Stratis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97738,23.7245,Entire home/apt,80,2,237,17-12-2021,2.64,3,322,2,504008
3634873,Loft in the heart of Athens.,18257083,Panos,,ΓΚΑΖΙ,37.97672,23.71096,Entire home/apt,92,1,58,07-05-2021,0.86,1,325,3,720958
3659371,Townhouse in the Historical Centre of Athens,18544344,Tatiana,,ΘΗΣΕΙΟ,37.97489,23.71491,Entire home/apt,81,2,4,17-09-2017,0.05,3,307,0,516603
3704577,Breathtaking Acropolis Penthouse,18887487,Aristides,,ΑΚΡΟΠΟΛΗ,37.9691,23.72842,Entire home/apt,300,2,139,15-11-2021,1.57,3,48,2,480223
3759135,Acropolis Crib Spot,19213671,Deni & Geri,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97136,23.73137,Entire home/apt,36,1,396,30-11-2021,4.41,2,323,22,1027174
3770848,At the foot of Acropolis.,17490869,Dionysia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97199,23.73028,Entire home/apt,120,2,131,14-11-2021,1.47,1,0,7,469592
3777874,Holidays with the comfort of home 2,19375244,Ana Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96625,23.72476,Private room,18,1,160,08-10-2016,1.79,2,235,0,
3786394,Spacious Central Flat in Quiet Leafy Urban Area,19433016,Athanasios,,ΙΛΙΣΙΑ,37.97484,23.75441,Entire home/apt,59,5,5,29-10-2021,0.2,1,176,3,787039
3831850,We Saw Athens,19726147,We Saw Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97575,23.73114,Entire home/apt,75,1,227,09-10-2021,2.67,7,199,9,1381502
3832141,Cozy apartment at heart of Athens,19495060,Nikolaos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99122,23.76317,Entire home/apt,70,365,12,06-01-2016,0.15,1,364,0,
3866788,A Cosy Apartment Downtown Athens!,19962026,Sotirios,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99001,23.72658,Entire home/apt,40,2,4,07-05-2018,0.05,1,365,0,
3913946,Spacious Loft with Acropolis view!,260897,Francee,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97622,23.72568,Entire home/apt,115,2,163,30-11-2021,2.38,2,346,33,459267
3940117,2 BR Central Athens-Gizi with WIFI,20415129,Elaine,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98913,23.74393,Entire home/apt,89,3,24,30-11-2021,0.27,1,364,2,479432
3949479,"a COZY double room in shared apartment in Athens, walk Acropolis",2089542,Tia & Mike,,ΠΑΓΚΡΑΤΙ,37.96454,23.74705,Private room,26,1,208,17-11-2020,2.35,54,0,0,164149
4006764,Small Patio flat in Athens Greece,454131,Michael,,ΝΙΡΒΑΝΑ,38.01373,23.72306,Entire home/apt,250,2,0,,,1,365,0,
4021939,Cosy Artist Appartment,20850499,Mirela,,ΠΑΓΚΡΑΤΙ,37.9694,23.74663,Entire home/apt,42,2,212,02-10-2019,2.4,1,1,0,449270
